subject_id,subject_name,subject_fullname,main_field,sub_field,leaf_subject,depth,node_type,taxonomy_path,source
121,Madde Bağımlılığı,Sosyal > Sosyal > Madde Bağımlılığı,Sosyal,Sosyal,Madde Bağımlılığı,3,LEAF_SUBJECT,Sosyal > Sosyal > Madde Bağımlılığı,ARTICLE_SUBJECT_DATA
122,Maden İşletme ve Cevher Hazırlama,Fen > Mühendislik > Maden İşletme ve Cevher Hazırlama,Fen,Mühendislik,Maden İşletme ve Cevher Hazırlama,3,LEAF_SUBJECT,Fen > Mühendislik > Maden İşletme ve Cevher Hazırlama,ARTICLE_SUBJECT_DATA
123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen,Mühendislik,"Malzeme Bilimleri, Biyomalzemeler",3,LEAF_SUBJECT,"Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",ARTICLE_SUBJECT_DATA
124,"Malzeme Bilimleri, Kâğıt ve Ahşap","Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap",Fen,Mühendislik,"Malzeme Bilimleri, Kâğıt ve Ahşap",3,LEAF_SUBJECT,"Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap",ARTICLE_SUBJECT_DATA
125,"Malzeme Bilimleri, Kaplamalar ve Filmler","Fen > Mühendislik > Malzeme Bilimleri, Kaplamalar ve Filmler",Fen,Mühendislik,"Malzeme Bilimleri, Kaplamalar ve Filmler",3,LEAF_SUBJECT,"Fen > Mühendislik > Malzeme Bilimleri, Kaplamalar ve Filmler",ARTICLE_SUBJECT_DATA
126,"Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",Fen,Mühendislik,"Malzeme Bilimleri, Kompozitler",3,LEAF_SUBJECT,"Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",ARTICLE_SUBJECT_DATA
127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test",3,LEAF_SUBJECT,"Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",ARTICLE_SUBJECT_DATA
128,"Malzeme Bilimleri, Seramik","Fen > Mühendislik > Malzeme Bilimleri, Seramik",Fen,Mühendislik,"Malzeme Bilimleri, Seramik",3,LEAF_SUBJECT,"Fen > Mühendislik > Malzeme Bilimleri, Seramik",ARTICLE_SUBJECT_DATA
129,"Malzeme Bilimleri, Tekstil","Fen > Mühendislik > Malzeme Bilimleri, Tekstil",Fen,Mühendislik,"Malzeme Bilimleri, Tekstil",3,LEAF_SUBJECT,"Fen > Mühendislik > Malzeme Bilimleri, Tekstil",ARTICLE_SUBJECT_DATA
130,Mantar Bilimi,Fen > Temel Bilimler > Mantar Bilimi,Fen,Temel Bilimler,Mantar Bilimi,3,LEAF_SUBJECT,Fen > Temel Bilimler > Mantar Bilimi,ARTICLE_SUBJECT_DATA
131,Mantık,Sosyal > Sosyal > Mantık,Sosyal,Sosyal,Mantık,3,LEAF_SUBJECT,Sosyal > Sosyal > Mantık,ARTICLE_SUBJECT_DATA
132,Matematik,Fen > Temel Bilimler > Matematik,Fen,Temel Bilimler,Matematik,3,LEAF_SUBJECT,Fen > Temel Bilimler > Matematik,ARTICLE_SUBJECT_DATA
133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen,Mühendislik,Metalürji Mühendisliği,3,LEAF_SUBJECT,Fen > Mühendislik > Metalürji Mühendisliği,ARTICLE_SUBJECT_DATA
134,Meteoroloji ve Atmosferik Bilimler,Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,Fen,Mühendislik,Meteoroloji ve Atmosferik Bilimler,3,LEAF_SUBJECT,Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,ARTICLE_SUBJECT_DATA
135,Mikrobiyoloji,Fen > Tıp > Mikrobiyoloji,Fen,Tıp,Mikrobiyoloji,3,LEAF_SUBJECT,Fen > Tıp > Mikrobiyoloji,ARTICLE_SUBJECT_DATA
136,Mikroskopi,Fen > Temel Bilimler > Mikroskopi,Fen,Temel Bilimler,Mikroskopi,3,LEAF_SUBJECT,Fen > Temel Bilimler > Mikroskopi,ARTICLE_SUBJECT_DATA
137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen,Mühendislik,Mimarlık,3,LEAF_SUBJECT,Fen > Mühendislik > Mimarlık,ARTICLE_SUBJECT_DATA
138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen,Temel Bilimler,Mineraloji,3,LEAF_SUBJECT,Fen > Temel Bilimler > Mineraloji,ARTICLE_SUBJECT_DATA
139,"Mühendislik, Biyotıp","Fen > Mühendislik > Mühendislik, Biyotıp",Fen,Mühendislik,"Mühendislik, Biyotıp",3,LEAF_SUBJECT,"Fen > Mühendislik > Mühendislik, Biyotıp",ARTICLE_SUBJECT_DATA
140,"Mühendislik, Deniz","Fen > Mühendislik > Mühendislik, Deniz",Fen,Mühendislik,"Mühendislik, Deniz",3,LEAF_SUBJECT,"Fen > Mühendislik > Mühendislik, Deniz",ARTICLE_SUBJECT_DATA
141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik",3,LEAF_SUBJECT,"Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",ARTICLE_SUBJECT_DATA
142,"Mühendislik, Hava ve Uzay","Fen > Mühendislik > Mühendislik, Hava ve Uzay",Fen,Mühendislik,"Mühendislik, Hava ve Uzay",3,LEAF_SUBJECT,"Fen > Mühendislik > Mühendislik, Hava ve Uzay",ARTICLE_SUBJECT_DATA
143,"Mühendislik, Jeoloji","Fen > Mühendislik > Mühendislik, Jeoloji",Fen,Mühendislik,"Mühendislik, Jeoloji",3,LEAF_SUBJECT,"Fen > Mühendislik > Mühendislik, Jeoloji",ARTICLE_SUBJECT_DATA
144,"Mühendislik, Kimya","Fen > Mühendislik > Mühendislik, Kimya",Fen,Mühendislik,"Mühendislik, Kimya",3,LEAF_SUBJECT,"Fen > Mühendislik > Mühendislik, Kimya",ARTICLE_SUBJECT_DATA
145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen,Mühendislik,"Mühendislik, Makine",3,LEAF_SUBJECT,"Fen > Mühendislik > Mühendislik, Makine",ARTICLE_SUBJECT_DATA
146,"Mühendislik, Petrol","Fen > Mühendislik > Mühendislik, Petrol",Fen,Mühendislik,"Mühendislik, Petrol",3,LEAF_SUBJECT,"Fen > Mühendislik > Mühendislik, Petrol",ARTICLE_SUBJECT_DATA
147,Müzik,Sosyal > Sosyal > Müzik,Sosyal,Sosyal,Müzik,3,LEAF_SUBJECT,Sosyal > Sosyal > Müzik,ARTICLE_SUBJECT_DATA
148,Nanobilim ve Nanoteknoloji,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Fen,Mühendislik,Nanobilim ve Nanoteknoloji,3,LEAF_SUBJECT,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,ARTICLE_SUBJECT_DATA
149,Nörolojik Bilimler,Fen > Tıp > Nörolojik Bilimler,Fen,Tıp,Nörolojik Bilimler,3,LEAF_SUBJECT,Fen > Tıp > Nörolojik Bilimler,ARTICLE_SUBJECT_DATA
150,Nüfus İstatistikleri Bilimi,Sosyal > Sosyal > Nüfus İstatistikleri Bilimi,Sosyal,Sosyal,Nüfus İstatistikleri Bilimi,3,LEAF_SUBJECT,Sosyal > Sosyal > Nüfus İstatistikleri Bilimi,ARTICLE_SUBJECT_DATA
151,Nükleer Bilim ve Teknolojisi,Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,Fen,Mühendislik,Nükleer Bilim ve Teknolojisi,3,LEAF_SUBJECT,Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,ARTICLE_SUBJECT_DATA
152,Odyoloji ve Konuşma-Dil Patolojisi,Fen > Tıp > Odyoloji ve Konuşma-Dil Patolojisi,Fen,Tıp,Odyoloji ve Konuşma-Dil Patolojisi,3,LEAF_SUBJECT,Fen > Tıp > Odyoloji ve Konuşma-Dil Patolojisi,ARTICLE_SUBJECT_DATA
153,Onkoloji,Fen > Tıp > Onkoloji,Fen,Tıp,Onkoloji,3,LEAF_SUBJECT,Fen > Tıp > Onkoloji,ARTICLE_SUBJECT_DATA
154,Optik,Fen > Temel Bilimler > Optik,Fen,Temel Bilimler,Optik,3,LEAF_SUBJECT,Fen > Temel Bilimler > Optik,ARTICLE_SUBJECT_DATA
155,Orman Mühendisliği,Fen > Mühendislik > Orman Mühendisliği,Fen,Mühendislik,Orman Mühendisliği,3,LEAF_SUBJECT,Fen > Mühendislik > Orman Mühendisliği,ARTICLE_SUBJECT_DATA
156,Ortaçağ ve Rönesans Çalışmaları,Sosyal > Sosyal > Ortaçağ ve Rönesans Çalışmaları,Sosyal,Sosyal,Ortaçağ ve Rönesans Çalışmaları,3,LEAF_SUBJECT,Sosyal > Sosyal > Ortaçağ ve Rönesans Çalışmaları,ARTICLE_SUBJECT_DATA
157,Ortopedi,Fen > Tıp > Ortopedi,Fen,Tıp,Ortopedi,3,LEAF_SUBJECT,Fen > Tıp > Ortopedi,ARTICLE_SUBJECT_DATA
158,Oşinografi,Fen > Temel Bilimler > Oşinografi,Fen,Temel Bilimler,Oşinografi,3,LEAF_SUBJECT,Fen > Temel Bilimler > Oşinografi,ARTICLE_SUBJECT_DATA
159,"Otelcilik, Konaklama, Spor ve Turizm","Sosyal > Sosyal > Otelcilik, Konaklama, Spor ve Turizm",Sosyal,Sosyal,"Otelcilik, Konaklama, Spor ve Turizm",3,LEAF_SUBJECT,"Sosyal > Sosyal > Otelcilik, Konaklama, Spor ve Turizm",ARTICLE_SUBJECT_DATA
160,Paleontoloji,Fen > Temel Bilimler > Paleontoloji,Fen,Temel Bilimler,Paleontoloji,3,LEAF_SUBJECT,Fen > Temel Bilimler > Paleontoloji,ARTICLE_SUBJECT_DATA
161,Parazitoloji,Fen > Temel Bilimler > Parazitoloji,Fen,Temel Bilimler,Parazitoloji,3,LEAF_SUBJECT,Fen > Temel Bilimler > Parazitoloji,ARTICLE_SUBJECT_DATA
162,Patoloji,Fen > Tıp > Patoloji,Fen,Tıp,Patoloji,3,LEAF_SUBJECT,Fen > Tıp > Patoloji,ARTICLE_SUBJECT_DATA
163,Pediatri,Fen > Tıp > Pediatri,Fen,Tıp,Pediatri,3,LEAF_SUBJECT,Fen > Tıp > Pediatri,ARTICLE_SUBJECT_DATA
164,Periferik Damar Hastalıkları,Fen > Tıp > Periferik Damar Hastalıkları,Fen,Tıp,Periferik Damar Hastalıkları,3,LEAF_SUBJECT,Fen > Tıp > Periferik Damar Hastalıkları,ARTICLE_SUBJECT_DATA
165,Polimer Bilimi,Fen > Mühendislik > Polimer Bilimi,Fen,Mühendislik,Polimer Bilimi,3,LEAF_SUBJECT,Fen > Mühendislik > Polimer Bilimi,ARTICLE_SUBJECT_DATA
166,Psikiyatri,Fen > Tıp > Psikiyatri,Fen,Tıp,Psikiyatri,3,LEAF_SUBJECT,Fen > Tıp > Psikiyatri,ARTICLE_SUBJECT_DATA
167,Psikoloji,Sosyal > Sosyal > Psikoloji,Sosyal,Sosyal,Psikoloji,3,LEAF_SUBJECT,Sosyal > Sosyal > Psikoloji,ARTICLE_SUBJECT_DATA
168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen,Tıp,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",3,LEAF_SUBJECT,"Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",ARTICLE_SUBJECT_DATA
169,Rehabilitasyon,Fen > Tıp > Rehabilitasyon,Fen,Tıp,Rehabilitasyon,3,LEAF_SUBJECT,Fen > Tıp > Rehabilitasyon,ARTICLE_SUBJECT_DATA
170,Robotik,Fen > Mühendislik > Robotik,Fen,Mühendislik,Robotik,3,LEAF_SUBJECT,Fen > Mühendislik > Robotik,ARTICLE_SUBJECT_DATA
171,Romatoloji,Fen > Tıp > Romatoloji,Fen,Tıp,Romatoloji,3,LEAF_SUBJECT,Fen > Tıp > Romatoloji,ARTICLE_SUBJECT_DATA
172,Sağlık Bilimleri ve Hizmetleri,Fen > Tıp > Sağlık Bilimleri ve Hizmetleri,Fen,Tıp,Sağlık Bilimleri ve Hizmetleri,3,LEAF_SUBJECT,Fen > Tıp > Sağlık Bilimleri ve Hizmetleri,ARTICLE_SUBJECT_DATA
173,Sağlık Politikaları ve Hizmetleri,Sosyal > Sosyal > Sağlık Politikaları ve Hizmetleri,Sosyal,Sosyal,Sağlık Politikaları ve Hizmetleri,3,LEAF_SUBJECT,Sosyal > Sosyal > Sağlık Politikaları ve Hizmetleri,ARTICLE_SUBJECT_DATA
174,Sanat,Sosyal > Sosyal > Sanat,Sosyal,Sosyal,Sanat,3,LEAF_SUBJECT,Sosyal > Sosyal > Sanat,ARTICLE_SUBJECT_DATA
175,Savunma Bilimleri,Fen > Mühendislik > Savunma Bilimleri,Fen,Mühendislik,Savunma Bilimleri,3,LEAF_SUBJECT,Fen > Mühendislik > Savunma Bilimleri,ARTICLE_SUBJECT_DATA
176,Siyasi Bilimler,Sosyal > Sosyal > Siyasi Bilimler,Sosyal,Sosyal,Siyasi Bilimler,3,LEAF_SUBJECT,Sosyal > Sosyal > Siyasi Bilimler,ARTICLE_SUBJECT_DATA
177,Solunum Sistemi,Fen > Tıp > Solunum Sistemi,Fen,Tıp,Solunum Sistemi,3,LEAF_SUBJECT,Fen > Tıp > Solunum Sistemi,ARTICLE_SUBJECT_DATA
178,Sosyal Çalışma,Sosyal > Sosyal > Sosyal Çalışma,Sosyal,Sosyal,Sosyal Çalışma,3,LEAF_SUBJECT,Sosyal > Sosyal > Sosyal Çalışma,ARTICLE_SUBJECT_DATA
179,Sosyoloji,Sosyal > Sosyal > Sosyoloji,Sosyal,Sosyal,Sosyoloji,3,LEAF_SUBJECT,Sosyal > Sosyal > Sosyoloji,ARTICLE_SUBJECT_DATA
180,Spektroskopi,Fen > Temel Bilimler > Spektroskopi,Fen,Temel Bilimler,Spektroskopi,3,LEAF_SUBJECT,Fen > Temel Bilimler > Spektroskopi,ARTICLE_SUBJECT_DATA
181,Spor Bilimleri,Fen > Tıp > Spor Bilimleri,Fen,Tıp,Spor Bilimleri,3,LEAF_SUBJECT,Fen > Tıp > Spor Bilimleri,ARTICLE_SUBJECT_DATA
182,Su Kaynakları,Fen > Temel Bilimler > Su Kaynakları,Fen,Temel Bilimler,Su Kaynakları,3,LEAF_SUBJECT,Fen > Temel Bilimler > Su Kaynakları,ARTICLE_SUBJECT_DATA
183,Tamamlayıcı ve Entegre Tıp,Fen > Tıp > Tamamlayıcı ve Entegre Tıp,Fen,Tıp,Tamamlayıcı ve Entegre Tıp,3,LEAF_SUBJECT,Fen > Tıp > Tamamlayıcı ve Entegre Tıp,ARTICLE_SUBJECT_DATA
184,Tarımsal Ekonomi ve Politika,Fen > Ziraat > Tarımsal Ekonomi ve Politika,Fen,Ziraat,Tarımsal Ekonomi ve Politika,3,LEAF_SUBJECT,Fen > Ziraat > Tarımsal Ekonomi ve Politika,ARTICLE_SUBJECT_DATA
185,Tarih,Sosyal > Sosyal > Tarih,Sosyal,Sosyal,Tarih,3,LEAF_SUBJECT,Sosyal > Sosyal > Tarih,ARTICLE_SUBJECT_DATA
187,Taşınım Bilimi ve Teknolojisi,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,Fen,Mühendislik,Taşınım Bilimi ve Teknolojisi,3,LEAF_SUBJECT,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,ARTICLE_SUBJECT_DATA
188,Telekomünikasyon,Fen > Mühendislik > Telekomünikasyon,Fen,Mühendislik,Telekomünikasyon,3,LEAF_SUBJECT,Fen > Mühendislik > Telekomünikasyon,ARTICLE_SUBJECT_DATA
189,Temel Sağlık Hizmetleri,Fen > Tıp > Temel Sağlık Hizmetleri,Fen,Tıp,Temel Sağlık Hizmetleri,3,LEAF_SUBJECT,Fen > Tıp > Temel Sağlık Hizmetleri,ARTICLE_SUBJECT_DATA
190,Termodinamik,Fen > Temel Bilimler > Termodinamik,Fen,Temel Bilimler,Termodinamik,3,LEAF_SUBJECT,Fen > Temel Bilimler > Termodinamik,ARTICLE_SUBJECT_DATA
191,Tıbbi Araştırmalar Deneysel,Fen > Tıp > Tıbbi Araştırmalar Deneysel,Fen,Tıp,Tıbbi Araştırmalar Deneysel,3,LEAF_SUBJECT,Fen > Tıp > Tıbbi Araştırmalar Deneysel,ARTICLE_SUBJECT_DATA
192,Tıbbi Etik,Fen > Tıp > Tıbbi Etik,Fen,Tıp,Tıbbi Etik,3,LEAF_SUBJECT,Fen > Tıp > Tıbbi Etik,ARTICLE_SUBJECT_DATA
193,Tıbbi İnformatik,Fen > Tıp > Tıbbi İnformatik,Fen,Tıp,Tıbbi İnformatik,3,LEAF_SUBJECT,Fen > Tıp > Tıbbi İnformatik,ARTICLE_SUBJECT_DATA
194,Tıbbi Laboratuar Teknolojisi,Fen > Tıp > Tıbbi Laboratuar Teknolojisi,Fen,Tıp,Tıbbi Laboratuar Teknolojisi,3,LEAF_SUBJECT,Fen > Tıp > Tıbbi Laboratuar Teknolojisi,ARTICLE_SUBJECT_DATA
195,Tiyatro,Sosyal > Sosyal > Tiyatro,Sosyal,Sosyal,Tiyatro,3,LEAF_SUBJECT,Sosyal > Sosyal > Tiyatro,ARTICLE_SUBJECT_DATA
196,Toksikoloji,Fen > Eczacılık > Toksikoloji,Fen,Eczacılık,Toksikoloji,3,LEAF_SUBJECT,Fen > Eczacılık > Toksikoloji,ARTICLE_SUBJECT_DATA
197,Transplantasyon,Fen > Tıp > Transplantasyon,Fen,Tıp,Transplantasyon,3,LEAF_SUBJECT,Fen > Tıp > Transplantasyon,ARTICLE_SUBJECT_DATA
198,Tropik Tıp,Fen > Tıp > Tropik Tıp,Fen,Tıp,Tropik Tıp,3,LEAF_SUBJECT,Fen > Tıp > Tropik Tıp,ARTICLE_SUBJECT_DATA
199,Uluslararası İlişkiler,Sosyal > Sosyal > Uluslararası İlişkiler,Sosyal,Sosyal,Uluslararası İlişkiler,3,LEAF_SUBJECT,Sosyal > Sosyal > Uluslararası İlişkiler,ARTICLE_SUBJECT_DATA
200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,Tıp,Üroloji ve Nefroloji,3,LEAF_SUBJECT,Fen > Tıp > Üroloji ve Nefroloji,ARTICLE_SUBJECT_DATA
201,Veterinerlik,Fen > Veterinerlik > Veterinerlik,Fen,Veterinerlik,Veterinerlik,3,LEAF_SUBJECT,Fen > Veterinerlik > Veterinerlik,ARTICLE_SUBJECT_DATA
202,Viroloji,Fen > Temel Bilimler > Viroloji,Fen,Temel Bilimler,Viroloji,3,LEAF_SUBJECT,Fen > Temel Bilimler > Viroloji,ARTICLE_SUBJECT_DATA
203,"Yeşil, Sürdürülebilir Bilim ve Teknoloji","Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",Fen,Mühendislik,"Yeşil, Sürdürülebilir Bilim ve Teknoloji",3,LEAF_SUBJECT,"Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",ARTICLE_SUBJECT_DATA
204,"Yoğun Bakım, Tıp","Fen > Tıp > Yoğun Bakım, Tıp",Fen,Tıp,"Yoğun Bakım, Tıp",3,LEAF_SUBJECT,"Fen > Tıp > Yoğun Bakım, Tıp",ARTICLE_SUBJECT_DATA
205,Ziraat Mühendisliği,Fen > Ziraat > Ziraat Mühendisliği,Fen,Ziraat,Ziraat Mühendisliği,3,LEAF_SUBJECT,Fen > Ziraat > Ziraat Mühendisliği,ARTICLE_SUBJECT_DATA
206,"Ziraat, Toprak Bilimi","Fen > Ziraat > Ziraat, Toprak Bilimi",Fen,Ziraat,"Ziraat, Toprak Bilimi",3,LEAF_SUBJECT,"Fen > Ziraat > Ziraat, Toprak Bilimi",ARTICLE_SUBJECT_DATA
207,Zooloji,Fen > Temel Bilimler > Zooloji,Fen,Temel Bilimler,Zooloji,3,LEAF_SUBJECT,Fen > Temel Bilimler > Zooloji,ARTICLE_SUBJECT_DATA
,Multidisipliner – Fen,Fen > Multidisipliner – Fen,Fen,Multidisipliner – Fen,,2,SUB_FIELD,Fen > Multidisipliner – Fen,TRDIZIN_CURRENT_TAXONOMY
,Multidisipliner – Sosyal,Sosyal > Multidisipliner – Sosyal,Sosyal,Multidisipliner – Sosyal,,2,SUB_FIELD,Sosyal > Multidisipliner – Sosyal,TRDIZIN_CURRENT_TAXONOMY
