article_id,subject_id,subject_name,subject_fullname,root_name,auto_label,main_field,sub_field,leaf_subject
869,25,Beslenme ve Diyetetik,Sosyal > Sosyal > Beslenme ve Diyetetik,Sosyal,True,Sosyal,Sosyal,Beslenme ve Diyetetik
870,181,Spor Bilimleri,Fen > Tıp > Spor Bilimleri,Fen,True,Fen,Tıp,Spor Bilimleri
870,25,Beslenme ve Diyetetik,Sosyal > Sosyal > Beslenme ve Diyetetik,Sosyal,True,Sosyal,Sosyal,Beslenme ve Diyetetik
871,25,Beslenme ve Diyetetik,Sosyal > Sosyal > Beslenme ve Diyetetik,Sosyal,True,Sosyal,Sosyal,Beslenme ve Diyetetik
871,55,"Eğitim, Eğitim Araştırmaları","Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları",Sosyal,True,Sosyal,Sosyal,"Eğitim, Eğitim Araştırmaları"
873,25,Beslenme ve Diyetetik,Sosyal > Sosyal > Beslenme ve Diyetetik,Sosyal,True,Sosyal,Sosyal,Beslenme ve Diyetetik
873,167,Psikoloji,Sosyal > Sosyal > Psikoloji,Sosyal,True,Sosyal,Sosyal,Psikoloji
874,25,Beslenme ve Diyetetik,Sosyal > Sosyal > Beslenme ve Diyetetik,Sosyal,True,Sosyal,Sosyal,Beslenme ve Diyetetik
875,25,Beslenme ve Diyetetik,Sosyal > Sosyal > Beslenme ve Diyetetik,Sosyal,True,Sosyal,Sosyal,Beslenme ve Diyetetik
876,25,Beslenme ve Diyetetik,Sosyal > Sosyal > Beslenme ve Diyetetik,Sosyal,True,Sosyal,Sosyal,Beslenme ve Diyetetik
882,44,Çevre Çalışmaları,Sosyal > Sosyal > Çevre Çalışmaları,Sosyal,True,Sosyal,Sosyal,Çevre Çalışmaları
882,94,İletişim,Sosyal > Sosyal > İletişim,Sosyal,True,Sosyal,Sosyal,İletişim
883,44,Çevre Çalışmaları,Sosyal > Sosyal > Çevre Çalışmaları,Sosyal,True,Sosyal,Sosyal,Çevre Çalışmaları
883,101,İşletme,Sosyal > Sosyal > İşletme,Sosyal,True,Sosyal,Sosyal,İşletme
884,44,Çevre Çalışmaları,Sosyal > Sosyal > Çevre Çalışmaları,Sosyal,True,Sosyal,Sosyal,Çevre Çalışmaları
884,55,"Eğitim, Eğitim Araştırmaları","Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları",Sosyal,True,Sosyal,Sosyal,"Eğitim, Eğitim Araştırmaları"
884,93,İktisat,Sosyal > Sosyal > İktisat,Sosyal,True,Sosyal,Sosyal,İktisat
886,44,Çevre Çalışmaları,Sosyal > Sosyal > Çevre Çalışmaları,Sosyal,True,Sosyal,Sosyal,Çevre Çalışmaları
886,101,İşletme,Sosyal > Sosyal > İşletme,Sosyal,True,Sosyal,Sosyal,İşletme
888,137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen,True,Fen,Mühendislik,Mimarlık
889,137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen,True,Fen,Mühendislik,Mimarlık
889,179,Sosyoloji,Sosyal > Sosyal > Sosyoloji,Sosyal,True,Sosyal,Sosyal,Sosyoloji
890,137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen,True,Fen,Mühendislik,Mimarlık
890,109,Kentsel Çalışmalar,Sosyal > Sosyal > Kentsel Çalışmalar,Sosyal,True,Sosyal,Sosyal,Kentsel Çalışmalar
891,137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen,True,Fen,Mühendislik,Mimarlık
891,109,Kentsel Çalışmalar,Sosyal > Sosyal > Kentsel Çalışmalar,Sosyal,True,Sosyal,Sosyal,Kentsel Çalışmalar
892,196,Toksikoloji,Fen > Eczacılık > Toksikoloji,Fen,True,Fen,Eczacılık,Toksikoloji
892,137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen,True,Fen,Mühendislik,Mimarlık
892,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
893,137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen,True,Fen,Mühendislik,Mimarlık
893,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
894,137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen,True,Fen,Mühendislik,Mimarlık
895,137,Mimarlık,Fen > Mühendislik > Mimarlık,Fen,True,Fen,Mühendislik,Mimarlık
897,124,"Malzeme Bilimleri, Kâğıt ve Ahşap","Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Kâğıt ve Ahşap"
897,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
897,155,Orman Mühendisliği,Fen > Mühendislik > Orman Mühendisliği,Fen,True,Fen,Mühendislik,Orman Mühendisliği
898,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
898,151,Nükleer Bilim ve Teknolojisi,Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,Fen,True,Fen,Mühendislik,Nükleer Bilim ve Teknolojisi
898,168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen,True,Fen,Tıp,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme"
899,52,Diş Hekimliği,Fen > Diş Hekimliği > Diş Hekimliği,Fen,True,Fen,Diş Hekimliği,Diş Hekimliği
899,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
900,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
900,148,Nanobilim ve Nanoteknoloji,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Fen,True,Fen,Mühendislik,Nanobilim ve Nanoteknoloji
901,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
901,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen,True,Fen,Mühendislik,"Mühendislik, Makine"
902,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
902,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen,True,Fen,Mühendislik,Metalürji Mühendisliği
903,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
903,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen,True,Fen,Mühendislik,Metalürji Mühendisliği
903,148,Nanobilim ve Nanoteknoloji,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Fen,True,Fen,Mühendislik,Nanobilim ve Nanoteknoloji
904,97,İnşaat Mühendisliği,Fen > Mühendislik > İnşaat Mühendisliği,Fen,True,Fen,Mühendislik,İnşaat Mühendisliği
904,98,İnşaat ve Yapı Teknolojisi,Fen > Mühendislik > İnşaat ve Yapı Teknolojisi,Fen,True,Fen,Mühendislik,İnşaat ve Yapı Teknolojisi
904,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
905,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
905,129,"Malzeme Bilimleri, Tekstil","Fen > Mühendislik > Malzeme Bilimleri, Tekstil",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Tekstil"
905,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen,True,Fen,Mühendislik,"Mühendislik, Makine"
906,124,"Malzeme Bilimleri, Kâğıt ve Ahşap","Fen > Mühendislik > Malzeme Bilimleri, Kâğıt ve Ahşap",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Kâğıt ve Ahşap"
906,126,"Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Kompozitler"
906,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Özellik ve Test"
907,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
907,187,Taşınım Bilimi ve Teknolojisi,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,Fen,True,Fen,Mühendislik,Taşınım Bilimi ve Teknolojisi
908,29,"Bilgisayar Bilimleri, Donanım ve Mimari","Fen > Mühendislik > Bilgisayar Bilimleri, Donanım ve Mimari",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Donanım ve Mimari"
908,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
909,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
909,188,Telekomünikasyon,Fen > Mühendislik > Telekomünikasyon,Fen,True,Fen,Mühendislik,Telekomünikasyon
910,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
910,155,Orman Mühendisliği,Fen > Mühendislik > Orman Mühendisliği,Fen,True,Fen,Mühendislik,Orman Mühendisliği
910,188,Telekomünikasyon,Fen > Mühendislik > Telekomünikasyon,Fen,True,Fen,Mühendislik,Telekomünikasyon
911,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
911,36,Biyofizik,Fen > Tıp > Biyofizik,Fen,True,Fen,Tıp,Biyofizik
912,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
912,203,"Yeşil, Sürdürülebilir Bilim ve Teknoloji","Fen > Mühendislik > Yeşil, Sürdürülebilir Bilim ve Teknoloji",Fen,True,Fen,Mühendislik,"Yeşil, Sürdürülebilir Bilim ve Teknoloji"
913,60,Enerji ve Yakıtlar,Fen > Mühendislik > Enerji ve Yakıtlar,Fen,True,Fen,Mühendislik,Enerji ve Yakıtlar
913,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
913,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen,True,Fen,Mühendislik,"Mühendislik, Makine"
913,187,Taşınım Bilimi ve Teknolojisi,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,Fen,True,Fen,Mühendislik,Taşınım Bilimi ve Teknolojisi
914,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
914,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen,True,Fen,Mühendislik,"Mühendislik, Makine"
914,187,Taşınım Bilimi ve Teknolojisi,Fen > Mühendislik > Taşınım Bilimi ve Teknolojisi,Fen,True,Fen,Mühendislik,Taşınım Bilimi ve Teknolojisi
915,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
916,60,Enerji ve Yakıtlar,Fen > Mühendislik > Enerji ve Yakıtlar,Fen,True,Fen,Mühendislik,Enerji ve Yakıtlar
916,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
917,157,Ortopedi,Fen > Tıp > Ortopedi,Fen,True,Fen,Tıp,Ortopedi
917,169,Rehabilitasyon,Fen > Tıp > Rehabilitasyon,Fen,True,Fen,Tıp,Rehabilitasyon
918,157,Ortopedi,Fen > Tıp > Ortopedi,Fen,True,Fen,Tıp,Ortopedi
918,169,Rehabilitasyon,Fen > Tıp > Rehabilitasyon,Fen,True,Fen,Tıp,Rehabilitasyon
919,157,Ortopedi,Fen > Tıp > Ortopedi,Fen,True,Fen,Tıp,Ortopedi
919,169,Rehabilitasyon,Fen > Tıp > Rehabilitasyon,Fen,True,Fen,Tıp,Rehabilitasyon
920,157,Ortopedi,Fen > Tıp > Ortopedi,Fen,True,Fen,Tıp,Ortopedi
920,168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen,True,Fen,Tıp,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme"
921,157,Ortopedi,Fen > Tıp > Ortopedi,Fen,True,Fen,Tıp,Ortopedi
922,165,Polimer Bilimi,Fen > Mühendislik > Polimer Bilimi,Fen,True,Fen,Mühendislik,Polimer Bilimi
922,157,Ortopedi,Fen > Tıp > Ortopedi,Fen,True,Fen,Tıp,Ortopedi
922,168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen,True,Fen,Tıp,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme"
924,157,Ortopedi,Fen > Tıp > Ortopedi,Fen,True,Fen,Tıp,Ortopedi
924,169,Rehabilitasyon,Fen > Tıp > Rehabilitasyon,Fen,True,Fen,Tıp,Rehabilitasyon
924,181,Spor Bilimleri,Fen > Tıp > Spor Bilimleri,Fen,True,Fen,Tıp,Spor Bilimleri
925,157,Ortopedi,Fen > Tıp > Ortopedi,Fen,True,Fen,Tıp,Ortopedi
925,27,"Bilgi, Belge Yönetimi","Sosyal > Sosyal > Bilgi, Belge Yönetimi",Sosyal,True,Sosyal,Sosyal,"Bilgi, Belge Yönetimi"
926,41,Cerrahi,Fen > Tıp > Cerrahi,Fen,True,Fen,Tıp,Cerrahi
926,153,Onkoloji,Fen > Tıp > Onkoloji,Fen,True,Fen,Tıp,Onkoloji
926,157,Ortopedi,Fen > Tıp > Ortopedi,Fen,True,Fen,Tıp,Ortopedi
930,148,Nanobilim ve Nanoteknoloji,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Fen,True,Fen,Mühendislik,Nanobilim ve Nanoteknoloji
930,40,Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen,True,Fen,Tıp,Biyoteknoloji ve Uygulamalı Mikrobiyoloji
930,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
931,60,Enerji ve Yakıtlar,Fen > Mühendislik > Enerji ve Yakıtlar,Fen,True,Fen,Mühendislik,Enerji ve Yakıtlar
931,40,Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen,True,Fen,Tıp,Biyoteknoloji ve Uygulamalı Mikrobiyoloji
932,40,Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen,True,Fen,Tıp,Biyoteknoloji ve Uygulamalı Mikrobiyoloji
932,42,Coğrafya,Sosyal > Sosyal > Coğrafya,Sosyal,True,Sosyal,Sosyal,Coğrafya
932,185,Tarih,Sosyal > Sosyal > Tarih,Sosyal,True,Sosyal,Sosyal,Tarih
933,62,Entomoloji,Fen > Temel Bilimler > Entomoloji,Fen,True,Fen,Temel Bilimler,Entomoloji
933,40,Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen,True,Fen,Tıp,Biyoteknoloji ve Uygulamalı Mikrobiyoloji
933,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
934,40,Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen,True,Fen,Tıp,Biyoteknoloji ve Uygulamalı Mikrobiyoloji
934,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
935,38,Biyoloji,Fen > Temel Bilimler > Biyoloji,Fen,True,Fen,Temel Bilimler,Biyoloji
935,48,Deniz ve Tatlı Su Biyolojisi,Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi,Fen,True,Fen,Temel Bilimler,Deniz ve Tatlı Su Biyolojisi
935,40,Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen,True,Fen,Tıp,Biyoteknoloji ve Uygulamalı Mikrobiyoloji
936,81,Genetik ve Kalıtım,Fen > Temel Bilimler > Genetik ve Kalıtım,Fen,True,Fen,Temel Bilimler,Genetik ve Kalıtım
936,37,Biyokimya ve Moleküler Biyoloji,Fen > Tıp > Biyokimya ve Moleküler Biyoloji,Fen,True,Fen,Tıp,Biyokimya ve Moleküler Biyoloji
936,40,Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,Fen,True,Fen,Tıp,Biyoteknoloji ve Uygulamalı Mikrobiyoloji
940,78,Folklor,Sosyal > Sosyal > Folklor,Sosyal,True,Sosyal,Sosyal,Folklor
940,119,Kültürel Çalışmalar,Sosyal > Sosyal > Kültürel Çalışmalar,Sosyal,True,Sosyal,Sosyal,Kültürel Çalışmalar
941,78,Folklor,Sosyal > Sosyal > Folklor,Sosyal,True,Sosyal,Sosyal,Folklor
941,119,Kültürel Çalışmalar,Sosyal > Sosyal > Kültürel Çalışmalar,Sosyal,True,Sosyal,Sosyal,Kültürel Çalışmalar
942,78,Folklor,Sosyal > Sosyal > Folklor,Sosyal,True,Sosyal,Sosyal,Folklor
942,94,İletişim,Sosyal > Sosyal > İletişim,Sosyal,True,Sosyal,Sosyal,İletişim
942,119,Kültürel Çalışmalar,Sosyal > Sosyal > Kültürel Çalışmalar,Sosyal,True,Sosyal,Sosyal,Kültürel Çalışmalar
942,179,Sosyoloji,Sosyal > Sosyal > Sosyoloji,Sosyal,True,Sosyal,Sosyal,Sosyoloji
944,197,Transplantasyon,Fen > Tıp > Transplantasyon,Fen,True,Fen,Tıp,Transplantasyon
944,105,Kadın Araştırmaları,Sosyal > Sosyal > Kadın Araştırmaları,Sosyal,True,Sosyal,Sosyal,Kadın Araştırmaları
944,119,Kültürel Çalışmalar,Sosyal > Sosyal > Kültürel Çalışmalar,Sosyal,True,Sosyal,Sosyal,Kültürel Çalışmalar
944,167,Psikoloji,Sosyal > Sosyal > Psikoloji,Sosyal,True,Sosyal,Sosyal,Psikoloji
945,109,Kentsel Çalışmalar,Sosyal > Sosyal > Kentsel Çalışmalar,Sosyal,True,Sosyal,Sosyal,Kentsel Çalışmalar
945,119,Kültürel Çalışmalar,Sosyal > Sosyal > Kültürel Çalışmalar,Sosyal,True,Sosyal,Sosyal,Kültürel Çalışmalar
945,185,Tarih,Sosyal > Sosyal > Tarih,Sosyal,True,Sosyal,Sosyal,Tarih
946,105,Kadın Araştırmaları,Sosyal > Sosyal > Kadın Araştırmaları,Sosyal,True,Sosyal,Sosyal,Kadın Araştırmaları
946,119,Kültürel Çalışmalar,Sosyal > Sosyal > Kültürel Çalışmalar,Sosyal,True,Sosyal,Sosyal,Kültürel Çalışmalar
948,168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen,True,Fen,Tıp,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme"
948,171,Romatoloji,Fen > Tıp > Romatoloji,Fen,True,Fen,Tıp,Romatoloji
949,151,Nükleer Bilim ve Teknolojisi,Fen > Mühendislik > Nükleer Bilim ve Teknolojisi,Fen,True,Fen,Mühendislik,Nükleer Bilim ve Teknolojisi
949,168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen,True,Fen,Tıp,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme"
950,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
950,79,Gastroenteroloji ve Hepatoloji,Fen > Tıp > Gastroenteroloji ve Hepatoloji,Fen,True,Fen,Tıp,Gastroenteroloji ve Hepatoloji
950,168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen,True,Fen,Tıp,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme"
952,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
952,168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen,True,Fen,Tıp,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme"
955,115,Klinik Nöroloji,Fen > Tıp > Klinik Nöroloji,Fen,True,Fen,Tıp,Klinik Nöroloji
955,168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen,True,Fen,Tıp,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme"
960,81,Genetik ve Kalıtım,Fen > Temel Bilimler > Genetik ve Kalıtım,Fen,True,Fen,Temel Bilimler,Genetik ve Kalıtım
960,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
962,81,Genetik ve Kalıtım,Fen > Temel Bilimler > Genetik ve Kalıtım,Fen,True,Fen,Temel Bilimler,Genetik ve Kalıtım
962,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
963,57,Ekoloji,Fen > Temel Bilimler > Ekoloji,Fen,True,Fen,Temel Bilimler,Ekoloji
963,81,Genetik ve Kalıtım,Fen > Temel Bilimler > Genetik ve Kalıtım,Fen,True,Fen,Temel Bilimler,Genetik ve Kalıtım
963,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
965,81,Genetik ve Kalıtım,Fen > Temel Bilimler > Genetik ve Kalıtım,Fen,True,Fen,Temel Bilimler,Genetik ve Kalıtım
965,37,Biyokimya ve Moleküler Biyoloji,Fen > Tıp > Biyokimya ve Moleküler Biyoloji,Fen,True,Fen,Tıp,Biyokimya ve Moleküler Biyoloji
965,163,Pediatri,Fen > Tıp > Pediatri,Fen,True,Fen,Tıp,Pediatri
966,81,Genetik ve Kalıtım,Fen > Temel Bilimler > Genetik ve Kalıtım,Fen,True,Fen,Temel Bilimler,Genetik ve Kalıtım
966,207,Zooloji,Fen > Temel Bilimler > Zooloji,Fen,True,Fen,Temel Bilimler,Zooloji
967,61,Enfeksiyon Hastalıkları,Fen > Tıp > Enfeksiyon Hastalıkları,Fen,True,Fen,Tıp,Enfeksiyon Hastalıkları
967,197,Transplantasyon,Fen > Tıp > Transplantasyon,Fen,True,Fen,Tıp,Transplantasyon
967,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
969,202,Viroloji,Fen > Temel Bilimler > Viroloji,Fen,True,Fen,Temel Bilimler,Viroloji
969,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
969,109,Kentsel Çalışmalar,Sosyal > Sosyal > Kentsel Çalışmalar,Sosyal,True,Sosyal,Sosyal,Kentsel Çalışmalar
970,45,Çevre Mühendisliği,Fen > Mühendislik > Çevre Mühendisliği,Fen,True,Fen,Mühendislik,Çevre Mühendisliği
970,59,Endüstri Mühendisliği,Fen > Mühendislik > Endüstri Mühendisliği,Fen,True,Fen,Mühendislik,Endüstri Mühendisliği
970,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
971,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
971,45,Çevre Mühendisliği,Fen > Mühendislik > Çevre Mühendisliği,Fen,True,Fen,Mühendislik,Çevre Mühendisliği
971,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
971,205,Ziraat Mühendisliği,Fen > Ziraat > Ziraat Mühendisliği,Fen,True,Fen,Ziraat,Ziraat Mühendisliği
972,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
973,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
974,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
974,192,Tıbbi Etik,Fen > Tıp > Tıbbi Etik,Fen,True,Fen,Tıp,Tıbbi Etik
974,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
975,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
976,88,Hematoloji,Fen > Tıp > Hematoloji,Fen,True,Fen,Tıp,Hematoloji
976,153,Onkoloji,Fen > Tıp > Onkoloji,Fen,True,Fen,Tıp,Onkoloji
976,200,Üroloji ve Nefroloji,Fen > Tıp > Üroloji ve Nefroloji,Fen,True,Fen,Tıp,Üroloji ve Nefroloji
