article_id,subject_id,subject_name,subject_fullname,root_name,auto_label,main_field,sub_field,leaf_subject
1496,56,"Eğitim, Özel","Sosyal > Sosyal > Eğitim, Özel",Sosyal,True,Sosyal,Sosyal,"Eğitim, Özel"
1498,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Teori ve Metotlar"
1498,55,"Eğitim, Eğitim Araştırmaları","Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları",Sosyal,True,Sosyal,Sosyal,"Eğitim, Eğitim Araştırmaları"
1499,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Teori ve Metotlar"
1499,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1500,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Teori ve Metotlar"
1500,72,"Fizik, Matematik","Fen > Temel Bilimler > Fizik, Matematik",Fen,True,Fen,Temel Bilimler,"Fizik, Matematik"
1500,132,Matematik,Fen > Temel Bilimler > Matematik,Fen,True,Fen,Temel Bilimler,Matematik
1501,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Teori ve Metotlar"
1501,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1501,193,Tıbbi İnformatik,Fen > Tıp > Tıbbi İnformatik,Fen,True,Fen,Tıp,Tıbbi İnformatik
1502,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Teori ve Metotlar"
1502,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1502,153,Onkoloji,Fen > Tıp > Onkoloji,Fen,True,Fen,Tıp,Onkoloji
1503,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Teori ve Metotlar"
1503,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
1503,132,Matematik,Fen > Temel Bilimler > Matematik,Fen,True,Fen,Temel Bilimler,Matematik
1504,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Teori ve Metotlar"
1504,141,"Mühendislik, Elektrik ve Elektronik","Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik",Fen,True,Fen,Mühendislik,"Mühendislik, Elektrik ve Elektronik"
1505,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Teori ve Metotlar"
1505,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1506,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Teori ve Metotlar"
1506,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen,True,Fen,Mühendislik,"Bilgisayar Bilimleri, Yapay Zeka"
1511,161,Parazitoloji,Fen > Temel Bilimler > Parazitoloji,Fen,True,Fen,Temel Bilimler,Parazitoloji
1511,163,Pediatri,Fen > Tıp > Pediatri,Fen,True,Fen,Tıp,Pediatri
1513,161,Parazitoloji,Fen > Temel Bilimler > Parazitoloji,Fen,True,Fen,Temel Bilimler,Parazitoloji
1513,201,Veterinerlik,Fen > Veterinerlik > Veterinerlik,Fen,True,Fen,Veterinerlik,Veterinerlik
1514,161,Parazitoloji,Fen > Temel Bilimler > Parazitoloji,Fen,True,Fen,Temel Bilimler,Parazitoloji
1514,207,Zooloji,Fen > Temel Bilimler > Zooloji,Fen,True,Fen,Temel Bilimler,Zooloji
1514,23,Bahçe Bitkileri,Fen > Ziraat > Bahçe Bitkileri,Fen,True,Fen,Ziraat,Bahçe Bitkileri
1515,62,Entomoloji,Fen > Temel Bilimler > Entomoloji,Fen,True,Fen,Temel Bilimler,Entomoloji
1515,161,Parazitoloji,Fen > Temel Bilimler > Parazitoloji,Fen,True,Fen,Temel Bilimler,Parazitoloji
1516,161,Parazitoloji,Fen > Temel Bilimler > Parazitoloji,Fen,True,Fen,Temel Bilimler,Parazitoloji
1516,207,Zooloji,Fen > Temel Bilimler > Zooloji,Fen,True,Fen,Temel Bilimler,Zooloji
1516,201,Veterinerlik,Fen > Veterinerlik > Veterinerlik,Fen,True,Fen,Veterinerlik,Veterinerlik
1519,27,"Bilgi, Belge Yönetimi","Sosyal > Sosyal > Bilgi, Belge Yönetimi",Sosyal,True,Sosyal,Sosyal,"Bilgi, Belge Yönetimi"
1519,51,Din Bilimi,Sosyal > Sosyal > Din Bilimi,Sosyal,True,Sosyal,Sosyal,Din Bilimi
1519,90,Hukuk,Sosyal > Sosyal > Hukuk,Sosyal,True,Sosyal,Sosyal,Hukuk
1521,16,Anatomi ve Morfoloji,Fen > Tıp > Anatomi ve Morfoloji,Fen,True,Fen,Tıp,Anatomi ve Morfoloji
1521,27,"Bilgi, Belge Yönetimi","Sosyal > Sosyal > Bilgi, Belge Yönetimi",Sosyal,True,Sosyal,Sosyal,"Bilgi, Belge Yönetimi"
1522,27,"Bilgi, Belge Yönetimi","Sosyal > Sosyal > Bilgi, Belge Yönetimi",Sosyal,True,Sosyal,Sosyal,"Bilgi, Belge Yönetimi"
1522,94,İletişim,Sosyal > Sosyal > İletişim,Sosyal,True,Sosyal,Sosyal,İletişim
1523,27,"Bilgi, Belge Yönetimi","Sosyal > Sosyal > Bilgi, Belge Yönetimi",Sosyal,True,Sosyal,Sosyal,"Bilgi, Belge Yönetimi"
1523,94,İletişim,Sosyal > Sosyal > İletişim,Sosyal,True,Sosyal,Sosyal,İletişim
1524,27,"Bilgi, Belge Yönetimi","Sosyal > Sosyal > Bilgi, Belge Yönetimi",Sosyal,True,Sosyal,Sosyal,"Bilgi, Belge Yönetimi"
1524,67,Felsefe,Sosyal > Sosyal > Felsefe,Sosyal,True,Sosyal,Sosyal,Felsefe
1524,119,Kültürel Çalışmalar,Sosyal > Sosyal > Kültürel Çalışmalar,Sosyal,True,Sosyal,Sosyal,Kültürel Çalışmalar
1525,27,"Bilgi, Belge Yönetimi","Sosyal > Sosyal > Bilgi, Belge Yönetimi",Sosyal,True,Sosyal,Sosyal,"Bilgi, Belge Yönetimi"
1525,55,"Eğitim, Eğitim Araştırmaları","Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları",Sosyal,True,Sosyal,Sosyal,"Eğitim, Eğitim Araştırmaları"
1526,27,"Bilgi, Belge Yönetimi","Sosyal > Sosyal > Bilgi, Belge Yönetimi",Sosyal,True,Sosyal,Sosyal,"Bilgi, Belge Yönetimi"
1526,101,İşletme,Sosyal > Sosyal > İşletme,Sosyal,True,Sosyal,Sosyal,İşletme
1528,16,Anatomi ve Morfoloji,Fen > Tıp > Anatomi ve Morfoloji,Fen,True,Fen,Tıp,Anatomi ve Morfoloji
1528,82,Geriatri ve Gerontoloji,Fen > Tıp > Geriatri ve Gerontoloji,Fen,True,Fen,Tıp,Geriatri ve Gerontoloji
1529,16,Anatomi ve Morfoloji,Fen > Tıp > Anatomi ve Morfoloji,Fen,True,Fen,Tıp,Anatomi ve Morfoloji
1531,16,Anatomi ve Morfoloji,Fen > Tıp > Anatomi ve Morfoloji,Fen,True,Fen,Tıp,Anatomi ve Morfoloji
1532,16,Anatomi ve Morfoloji,Fen > Tıp > Anatomi ve Morfoloji,Fen,True,Fen,Tıp,Anatomi ve Morfoloji
1532,65,Etnik Çalışmalar,Sosyal > Sosyal > Etnik Çalışmalar,Sosyal,True,Sosyal,Sosyal,Etnik Çalışmalar
1532,199,Uluslararası İlişkiler,Sosyal > Sosyal > Uluslararası İlişkiler,Sosyal,True,Sosyal,Sosyal,Uluslararası İlişkiler
1534,16,Anatomi ve Morfoloji,Fen > Tıp > Anatomi ve Morfoloji,Fen,True,Fen,Tıp,Anatomi ve Morfoloji
1534,107,Kalp ve Kalp Damar Sistemi,Fen > Tıp > Kalp ve Kalp Damar Sistemi,Fen,True,Fen,Tıp,Kalp ve Kalp Damar Sistemi
1534,168,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme","Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fen,True,Fen,Tıp,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme"
1536,16,Anatomi ve Morfoloji,Fen > Tıp > Anatomi ve Morfoloji,Fen,True,Fen,Tıp,Anatomi ve Morfoloji
1536,201,Veterinerlik,Fen > Veterinerlik > Veterinerlik,Fen,True,Fen,Veterinerlik,Veterinerlik
1536,55,"Eğitim, Eğitim Araştırmaları","Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları",Sosyal,True,Sosyal,Sosyal,"Eğitim, Eğitim Araştırmaları"
1537,22,Asya Çalışmaları,Sosyal > Sosyal > Asya Çalışmaları,Sosyal,True,Sosyal,Sosyal,Asya Çalışmaları
1537,78,Folklor,Sosyal > Sosyal > Folklor,Sosyal,True,Sosyal,Sosyal,Folklor
1537,195,Tiyatro,Sosyal > Sosyal > Tiyatro,Sosyal,True,Sosyal,Sosyal,Tiyatro
1538,22,Asya Çalışmaları,Sosyal > Sosyal > Asya Çalışmaları,Sosyal,True,Sosyal,Sosyal,Asya Çalışmaları
1538,199,Uluslararası İlişkiler,Sosyal > Sosyal > Uluslararası İlişkiler,Sosyal,True,Sosyal,Sosyal,Uluslararası İlişkiler
1539,22,Asya Çalışmaları,Sosyal > Sosyal > Asya Çalışmaları,Sosyal,True,Sosyal,Sosyal,Asya Çalışmaları
1539,185,Tarih,Sosyal > Sosyal > Tarih,Sosyal,True,Sosyal,Sosyal,Tarih
1540,22,Asya Çalışmaları,Sosyal > Sosyal > Asya Çalışmaları,Sosyal,True,Sosyal,Sosyal,Asya Çalışmaları
1540,54,Edebiyat,Sosyal > Sosyal > Edebiyat,Sosyal,True,Sosyal,Sosyal,Edebiyat
1541,22,Asya Çalışmaları,Sosyal > Sosyal > Asya Çalışmaları,Sosyal,True,Sosyal,Sosyal,Asya Çalışmaları
1541,51,Din Bilimi,Sosyal > Sosyal > Din Bilimi,Sosyal,True,Sosyal,Sosyal,Din Bilimi
1541,156,Ortaçağ ve Rönesans Çalışmaları,Sosyal > Sosyal > Ortaçağ ve Rönesans Çalışmaları,Sosyal,True,Sosyal,Sosyal,Ortaçağ ve Rönesans Çalışmaları
1542,22,Asya Çalışmaları,Sosyal > Sosyal > Asya Çalışmaları,Sosyal,True,Sosyal,Sosyal,Asya Çalışmaları
1542,54,Edebiyat,Sosyal > Sosyal > Edebiyat,Sosyal,True,Sosyal,Sosyal,Edebiyat
1542,156,Ortaçağ ve Rönesans Çalışmaları,Sosyal > Sosyal > Ortaçağ ve Rönesans Çalışmaları,Sosyal,True,Sosyal,Sosyal,Ortaçağ ve Rönesans Çalışmaları
1542,185,Tarih,Sosyal > Sosyal > Tarih,Sosyal,True,Sosyal,Sosyal,Tarih
1543,19,Antropoloji,Sosyal > Sosyal > Antropoloji,Sosyal,True,Sosyal,Sosyal,Antropoloji
1543,22,Asya Çalışmaları,Sosyal > Sosyal > Asya Çalışmaları,Sosyal,True,Sosyal,Sosyal,Asya Çalışmaları
1543,54,Edebiyat,Sosyal > Sosyal > Edebiyat,Sosyal,True,Sosyal,Sosyal,Edebiyat
1543,67,Felsefe,Sosyal > Sosyal > Felsefe,Sosyal,True,Sosyal,Sosyal,Felsefe
1544,22,Asya Çalışmaları,Sosyal > Sosyal > Asya Çalışmaları,Sosyal,True,Sosyal,Sosyal,Asya Çalışmaları
1544,53,Edebi Teori ve Eleştiri,Sosyal > Sosyal > Edebi Teori ve Eleştiri,Sosyal,True,Sosyal,Sosyal,Edebi Teori ve Eleştiri
1544,54,Edebiyat,Sosyal > Sosyal > Edebiyat,Sosyal,True,Sosyal,Sosyal,Edebiyat
1545,22,Asya Çalışmaları,Sosyal > Sosyal > Asya Çalışmaları,Sosyal,True,Sosyal,Sosyal,Asya Çalışmaları
1545,50,Dil ve Dil Bilim,Sosyal > Sosyal > Dil ve Dil Bilim,Sosyal,True,Sosyal,Sosyal,Dil ve Dil Bilim
1545,105,Kadın Araştırmaları,Sosyal > Sosyal > Kadın Araştırmaları,Sosyal,True,Sosyal,Sosyal,Kadın Araştırmaları
1546,20,Arkeoloji,Sosyal > Sosyal > Arkeoloji,Sosyal,True,Sosyal,Sosyal,Arkeoloji
1546,22,Asya Çalışmaları,Sosyal > Sosyal > Asya Çalışmaları,Sosyal,True,Sosyal,Sosyal,Asya Çalışmaları
1546,51,Din Bilimi,Sosyal > Sosyal > Din Bilimi,Sosyal,True,Sosyal,Sosyal,Din Bilimi
1546,54,Edebiyat,Sosyal > Sosyal > Edebiyat,Sosyal,True,Sosyal,Sosyal,Edebiyat
1546,199,Uluslararası İlişkiler,Sosyal > Sosyal > Uluslararası İlişkiler,Sosyal,True,Sosyal,Sosyal,Uluslararası İlişkiler
1549,155,Orman Mühendisliği,Fen > Mühendislik > Orman Mühendisliği,Fen,True,Fen,Mühendislik,Orman Mühendisliği
1549,39,Biyoloji Çeşitliliğinin Korunması,Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması,Fen,True,Fen,Temel Bilimler,Biyoloji Çeşitliliğinin Korunması
1549,57,Ekoloji,Fen > Temel Bilimler > Ekoloji,Fen,True,Fen,Temel Bilimler,Ekoloji
1550,155,Orman Mühendisliği,Fen > Mühendislik > Orman Mühendisliği,Fen,True,Fen,Mühendislik,Orman Mühendisliği
1550,57,Ekoloji,Fen > Temel Bilimler > Ekoloji,Fen,True,Fen,Temel Bilimler,Ekoloji
1550,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
1551,155,Orman Mühendisliği,Fen > Mühendislik > Orman Mühendisliği,Fen,True,Fen,Mühendislik,Orman Mühendisliği
1551,57,Ekoloji,Fen > Temel Bilimler > Ekoloji,Fen,True,Fen,Temel Bilimler,Ekoloji
1552,155,Orman Mühendisliği,Fen > Mühendislik > Orman Mühendisliği,Fen,True,Fen,Mühendislik,Orman Mühendisliği
1552,57,Ekoloji,Fen > Temel Bilimler > Ekoloji,Fen,True,Fen,Temel Bilimler,Ekoloji
1552,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
1553,57,Ekoloji,Fen > Temel Bilimler > Ekoloji,Fen,True,Fen,Temel Bilimler,Ekoloji
1553,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
1554,155,Orman Mühendisliği,Fen > Mühendislik > Orman Mühendisliği,Fen,True,Fen,Mühendislik,Orman Mühendisliği
1554,57,Ekoloji,Fen > Temel Bilimler > Ekoloji,Fen,True,Fen,Temel Bilimler,Ekoloji
1555,39,Biyoloji Çeşitliliğinin Korunması,Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması,Fen,True,Fen,Temel Bilimler,Biyoloji Çeşitliliğinin Korunması
1555,57,Ekoloji,Fen > Temel Bilimler > Ekoloji,Fen,True,Fen,Temel Bilimler,Ekoloji
1555,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen,True,Fen,Ziraat,Bitki Bilimleri
1557,34,Bilim Felsefesi ve Tarihi,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi,Sosyal,True,Sosyal,Sosyal,Bilim Felsefesi ve Tarihi
1557,54,Edebiyat,Sosyal > Sosyal > Edebiyat,Sosyal,True,Sosyal,Sosyal,Edebiyat
1558,34,Bilim Felsefesi ve Tarihi,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi,Sosyal,True,Sosyal,Sosyal,Bilim Felsefesi ve Tarihi
1558,54,Edebiyat,Sosyal > Sosyal > Edebiyat,Sosyal,True,Sosyal,Sosyal,Edebiyat
1558,185,Tarih,Sosyal > Sosyal > Tarih,Sosyal,True,Sosyal,Sosyal,Tarih
1559,87,Halk ve Çevre Sağlığı,Fen > Tıp > Halk ve Çevre Sağlığı,Fen,True,Fen,Tıp,Halk ve Çevre Sağlığı
1559,34,Bilim Felsefesi ve Tarihi,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi,Sosyal,True,Sosyal,Sosyal,Bilim Felsefesi ve Tarihi
1559,185,Tarih,Sosyal > Sosyal > Tarih,Sosyal,True,Sosyal,Sosyal,Tarih
1560,34,Bilim Felsefesi ve Tarihi,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi,Sosyal,True,Sosyal,Sosyal,Bilim Felsefesi ve Tarihi
1560,67,Felsefe,Sosyal > Sosyal > Felsefe,Sosyal,True,Sosyal,Sosyal,Felsefe
1561,34,Bilim Felsefesi ve Tarihi,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi,Sosyal,True,Sosyal,Sosyal,Bilim Felsefesi ve Tarihi
1561,179,Sosyoloji,Sosyal > Sosyal > Sosyoloji,Sosyal,True,Sosyal,Sosyal,Sosyoloji
1562,34,Bilim Felsefesi ve Tarihi,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi,Sosyal,True,Sosyal,Sosyal,Bilim Felsefesi ve Tarihi
1562,50,Dil ve Dil Bilim,Sosyal > Sosyal > Dil ve Dil Bilim,Sosyal,True,Sosyal,Sosyal,Dil ve Dil Bilim
1562,54,Edebiyat,Sosyal > Sosyal > Edebiyat,Sosyal,True,Sosyal,Sosyal,Edebiyat
1563,34,Bilim Felsefesi ve Tarihi,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi,Sosyal,True,Sosyal,Sosyal,Bilim Felsefesi ve Tarihi
1563,67,Felsefe,Sosyal > Sosyal > Felsefe,Sosyal,True,Sosyal,Sosyal,Felsefe
1563,94,İletişim,Sosyal > Sosyal > İletişim,Sosyal,True,Sosyal,Sosyal,İletişim
1564,34,Bilim Felsefesi ve Tarihi,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi,Sosyal,True,Sosyal,Sosyal,Bilim Felsefesi ve Tarihi
1565,34,Bilim Felsefesi ve Tarihi,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi,Sosyal,True,Sosyal,Sosyal,Bilim Felsefesi ve Tarihi
1565,53,Edebi Teori ve Eleştiri,Sosyal > Sosyal > Edebi Teori ve Eleştiri,Sosyal,True,Sosyal,Sosyal,Edebi Teori ve Eleştiri
1565,54,Edebiyat,Sosyal > Sosyal > Edebiyat,Sosyal,True,Sosyal,Sosyal,Edebiyat
1566,34,Bilim Felsefesi ve Tarihi,Sosyal > Sosyal > Bilim Felsefesi ve Tarihi,Sosyal,True,Sosyal,Sosyal,Bilim Felsefesi ve Tarihi
1566,185,Tarih,Sosyal > Sosyal > Tarih,Sosyal,True,Sosyal,Sosyal,Tarih
1569,97,İnşaat Mühendisliği,Fen > Mühendislik > İnşaat Mühendisliği,Fen,True,Fen,Mühendislik,İnşaat Mühendisliği
1569,103,Jeokimya ve Jeofizik,Fen > Mühendislik > Jeokimya ve Jeofizik,Fen,True,Fen,Mühendislik,Jeokimya ve Jeofizik
1570,103,Jeokimya ve Jeofizik,Fen > Mühendislik > Jeokimya ve Jeofizik,Fen,True,Fen,Mühendislik,Jeokimya ve Jeofizik
1570,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen,True,Fen,Mühendislik,Metalürji Mühendisliği
1570,143,"Mühendislik, Jeoloji","Fen > Mühendislik > Mühendislik, Jeoloji",Fen,True,Fen,Mühendislik,"Mühendislik, Jeoloji"
1570,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen,True,Fen,Temel Bilimler,Mineraloji
1571,103,Jeokimya ve Jeofizik,Fen > Mühendislik > Jeokimya ve Jeofizik,Fen,True,Fen,Mühendislik,Jeokimya ve Jeofizik
1571,104,Jeoloji,Fen > Mühendislik > Jeoloji,Fen,True,Fen,Mühendislik,Jeoloji
1571,43,Çevre Bilimleri,Fen > Temel Bilimler > Çevre Bilimleri,Fen,True,Fen,Temel Bilimler,Çevre Bilimleri
1571,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen,True,Fen,Temel Bilimler,Mineraloji
1572,103,Jeokimya ve Jeofizik,Fen > Mühendislik > Jeokimya ve Jeofizik,Fen,True,Fen,Mühendislik,Jeokimya ve Jeofizik
1572,143,"Mühendislik, Jeoloji","Fen > Mühendislik > Mühendislik, Jeoloji",Fen,True,Fen,Mühendislik,"Mühendislik, Jeoloji"
1572,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen,True,Fen,Temel Bilimler,Mineraloji
1573,103,Jeokimya ve Jeofizik,Fen > Mühendislik > Jeokimya ve Jeofizik,Fen,True,Fen,Mühendislik,Jeokimya ve Jeofizik
1573,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen,True,Fen,Temel Bilimler,Mineraloji
1574,103,Jeokimya ve Jeofizik,Fen > Mühendislik > Jeokimya ve Jeofizik,Fen,True,Fen,Mühendislik,Jeokimya ve Jeofizik
1574,143,"Mühendislik, Jeoloji","Fen > Mühendislik > Mühendislik, Jeoloji",Fen,True,Fen,Mühendislik,"Mühendislik, Jeoloji"
1575,103,Jeokimya ve Jeofizik,Fen > Mühendislik > Jeokimya ve Jeofizik,Fen,True,Fen,Mühendislik,Jeokimya ve Jeofizik
1575,138,Mineraloji,Fen > Temel Bilimler > Mineraloji,Fen,True,Fen,Temel Bilimler,Mineraloji
1576,97,İnşaat Mühendisliği,Fen > Mühendislik > İnşaat Mühendisliği,Fen,True,Fen,Mühendislik,İnşaat Mühendisliği
1576,103,Jeokimya ve Jeofizik,Fen > Mühendislik > Jeokimya ve Jeofizik,Fen,True,Fen,Mühendislik,Jeokimya ve Jeofizik
1577,92,Hücre ve Doku Mühendisliği,Fen > Mühendislik > Hücre ve Doku Mühendisliği,Fen,True,Fen,Mühendislik,Hücre ve Doku Mühendisliği
1577,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Biyomalzemeler"
1578,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Biyomalzemeler"
1578,139,"Mühendislik, Biyotıp","Fen > Mühendislik > Mühendislik, Biyotıp",Fen,True,Fen,Mühendislik,"Mühendislik, Biyotıp"
1578,165,Polimer Bilimi,Fen > Mühendislik > Polimer Bilimi,Fen,True,Fen,Mühendislik,Polimer Bilimi
1579,66,Farmakoloji ve Eczacılık,Fen > Eczacılık > Farmakoloji ve Eczacılık,Fen,True,Fen,Eczacılık,Farmakoloji ve Eczacılık
1579,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Biyomalzemeler"
1579,165,Polimer Bilimi,Fen > Mühendislik > Polimer Bilimi,Fen,True,Fen,Mühendislik,Polimer Bilimi
1580,92,Hücre ve Doku Mühendisliği,Fen > Mühendislik > Hücre ve Doku Mühendisliği,Fen,True,Fen,Mühendislik,Hücre ve Doku Mühendisliği
1580,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Biyomalzemeler"
1580,139,"Mühendislik, Biyotıp","Fen > Mühendislik > Mühendislik, Biyotıp",Fen,True,Fen,Mühendislik,"Mühendislik, Biyotıp"
1581,66,Farmakoloji ve Eczacılık,Fen > Eczacılık > Farmakoloji ve Eczacılık,Fen,True,Fen,Eczacılık,Farmakoloji ve Eczacılık
1581,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Biyomalzemeler"
1582,66,Farmakoloji ve Eczacılık,Fen > Eczacılık > Farmakoloji ve Eczacılık,Fen,True,Fen,Eczacılık,Farmakoloji ve Eczacılık
1582,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Biyomalzemeler"
1582,139,"Mühendislik, Biyotıp","Fen > Mühendislik > Mühendislik, Biyotıp",Fen,True,Fen,Mühendislik,"Mühendislik, Biyotıp"
1583,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Biyomalzemeler"
1583,148,Nanobilim ve Nanoteknoloji,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Fen,True,Fen,Mühendislik,Nanobilim ve Nanoteknoloji
1584,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Biyomalzemeler"
1584,172,Sağlık Bilimleri ve Hizmetleri,Fen > Tıp > Sağlık Bilimleri ve Hizmetleri,Fen,True,Fen,Tıp,Sağlık Bilimleri ve Hizmetleri
1585,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Biyomalzemeler"
1585,129,"Malzeme Bilimleri, Tekstil","Fen > Mühendislik > Malzeme Bilimleri, Tekstil",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Tekstil"
1586,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen,True,Fen,Mühendislik,"Malzeme Bilimleri, Biyomalzemeler"
1586,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen,True,Fen,Mühendislik,"Mühendislik, Makine"
1586,114,"Kimya, Uygulamalı","Fen > Temel Bilimler > Kimya, Uygulamalı",Fen,True,Fen,Temel Bilimler,"Kimya, Uygulamalı"
1589,68,"Film, Radyo, Televizyon","Sosyal > Sosyal > Film, Radyo, Televizyon",Sosyal,True,Sosyal,Sosyal,"Film, Radyo, Televizyon"
1589,94,İletişim,Sosyal > Sosyal > İletişim,Sosyal,True,Sosyal,Sosyal,İletişim
